ticker,name,sector,cap_tier,exchange,adv_usd
BJC-R.BK,Berli Jucker Public Company Limited,Industrials,large,SET,109481780
RATCH.BK,Ratch Group Public Company Limited,Utilities,large,SET,108116847
RATCH-R.BK,Ratch Group Public Company Limited,Utilities,large,SET,107497172
TCAP.BK,Thanachart Capital Public Company Limited,Financial Services,large,SET,106509923
006805.KS,Mirae Asset Securities Co. Ltd.,Financial Services,large,KSC,105838155
TCAP-R.BK,Thanachart Capital Public Company Limited,Financial Services,large,SET,105517250
1816.HK,"CGN Power Co., Ltd.",Utilities,large,HKSE,96671659
1339.HK,The People's Insurance Company (Group) of China Limited,Financial Services,large,HKSE,87396650
3692.HK,Hansoh Pharmaceutical Group Company Limited,Healthcare,large,HKSE,86910014
U11.SI,United Overseas Bank Limited,Financial Services,large,SES,77687740
6936.HK,"S.F. Holding Co., Ltd.",Industrials,large,HKSE,77091111
003495.KS,"Korean Air Lines Co., Ltd.",Industrials,large,KSC,75727400
Z74.SI,Singapore Telecommunications Limited,Communication Services,large,SES,69256540
O39.SI,Oversea-Chinese Banking Corporation Limited,Financial Services,large,SES,68264910
1766.HK,CRRC Corporation Limited,Industrials,large,HKSE,62596261
GVT&D.NS,GE Vernova T&D India Limited,Industrials,large,NSE,59830268
3288.HK,Haitian Flav,Industrials,large,HKSE,53780211
C38U.SI,CapitaLand Integrated Commercial Trust,Real Estate,large,SES,41320780
CCET.BK,Cal-Comp Electronics (Thailand) Public Company Limited,Technology,large,SET,40904210
1888.HK,Kingboard Laminates Holdings Limited,Technology,large,HKSE,40220400
2888.HK,Standard Chartered PLC,Financial Services,large,HKSE,38143912
BS6.SI,Yangzijiang Shipbuilding (Holdings) Ltd.,Industrials,large,SES,37904287
6818.HK,China Everbright Bank Company Limited,Financial Services,large,HKSE,31098018
A17U.SI,CapitaLand Ascendas REIT,Real Estate,large,SES,30780205
C6L.SI,Singapore Airlines Limited,Industrials,large,SES,28882605
TFG-R.BK,Thaifoods Group Public Company Limited,Consumer Defensive,large,SET,27635670
TFG.BK,Thaifoods Group Public Company Limited,Consumer Defensive,large,SET,27412382
5E2.SI,Seatrium Ltd,Industrials,mid,SES,24494619
6869.HK,Yangtze Optical Fibre And Cable Joint Stock Limited Company,Technology,large,HKSE,24424106
9CI.SI,CapitaLand Investment Limited,Real Estate,large,SES,24242970
S68.SI,Singapore Exchange Limited,Financial Services,large,SES,22772199
BN4.SI,Keppel Corporation Limited,Industrials,large,SES,22610600
S51.SI,Sembcorp Marine Ltd,Industrials,mid,SES,22008211
M44U.SI,Mapletree Logistics Trust,Real Estate,mid,SES,21492240
CPNREIT.BK,CPN Retail Growth Leasehold REIT,Real Estate,large,SET,20352821
G13.SI,Genting Singapore Limited,Consumer Cyclical,mid,SES,20347933
F34.SI,Wilmar International Limited,Consumer Defensive,large,SES,19330797
S63.SI,Singapore Technologies Engineering Ltd,Industrials,large,SES,19035905
2611.HK,"Guotai Junan Securities Co., Ltd.",Financial Services,large,HKSE,19009411
U96.SI,Sembcorp Industries Ltd,Industrials,large,SES,15723926
N2IU.SI,Mapletree Pan Asia Commercial Trust,Real Estate,mid,SES,15044396
ME8U.SI,Mapletree Industrial Trust,Real Estate,mid,SES,13504356
J36.SI,Jardine Matheson Holdings Limited,Industrials,large,SES,12278859
C09.SI,City Developments Limited,Real Estate,mid,SES,12121204
AJBU.SI,Keppel DC REIT,Real Estate,mid,SES,12092267
V03.SI,Venture Corporation Limited,Technology,mid,SES,11612225
Y92.SI,Thai Beverage Public Company Limited,Consumer Defensive,large,SES,11189040
BUOU.SI,Frasers Logistics & Commercial Trust,Real Estate,mid,SES,10967328
S58.SI,SATS Ltd.,Industrials,mid,SES,10356804
C52.SI,ComfortDelGro Corporation Limited,Industrials,mid,SES,9955799
T82U.SI,Suntec Real Estate Investment Trust,Real Estate,mid,SES,9101308
U14.SI,UOL Group Limited,Real Estate,mid,SES,7763646
K71U.SI,Keppel REIT,Real Estate,mid,SES,7501025
J69U.SI,Frasers Centrepoint Trust,Real Estate,mid,SES,6827450
AWX.SI,AEM Holdings Ltd.,Technology,mid,SES,5259272
HMN.SI,CapitaLand Ascott Trust,Real Estate,mid,SES,4996754
8YZ.SI,Yangzijiang Maritime Development Ltd.,Financial Services,mid,SES,4990701
AIY.SI,iFAST Corporation Ltd.,Technology,mid,SES,3936262
OV8.SI,Sheng Siong Group Ltd,Consumer Defensive,mid,SES,3162046
